model,comparator,dataset,subjects,mean_balanced_accuracy_difference,median_balanced_accuracy_difference,descriptive_bootstrap_interval95_low,descriptive_bootstrap_interval95_high,bootstrap_resamples,bootstrap_seed,status
cardinal_fbc_compactdyn_scale025,tcformer,local_exp4,8,-0.015833333333333366,-0.020000000000000018,-0.050000000000000044,0.021666666666666626,100000,20286730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025,tcformer,bnci2014_001,9,0.031018518518518542,0.007638888888888862,0.0032407407407407662,0.06458333333333333,100000,20286731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025,tcformer,bnci2014_004,9,-0.00897817460317459,-0.008749999999999925,-0.025138888888888836,0.005932539682539644,100000,20286732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025,tcformer,cho2017,52,0.015259615384615403,0.007333333333333414,0.004115384615384627,0.027128205128205143,100000,20286733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025,tcformer,physionet_mi,54,-0.016260561097517633,-0.01339285714285715,-0.034418049325205126,0.00023753973482232827,100000,20286734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025_extended,tcformer,local_exp4,8,0.00041666666666663466,-0.008333333333333415,-0.03375000000000006,0.04624999999999996,100000,20287730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025_extended,tcformer,bnci2014_001,9,0.03078703703703709,0.009027777777777857,0.001388888888888958,0.06581790123456796,100000,20287731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025_extended,tcformer,bnci2014_004,9,-0.000763888888888848,0.0012500000000000844,-0.016736111111111077,0.013611111111111192,100000,20287732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025_extended,tcformer,cho2017,52,0.017798076923076937,0.010666666666666602,0.006086538461538496,0.030224439102564116,100000,20287733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_compactdyn_scale025_extended,tcformer,physionet_mi,54,-0.014553401509923257,-0.006528797289666877,-0.03224297843863062,0.0020244412726296785,100000,20287734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro,tcformer,local_exp4,8,-0.021249999999999977,-0.013333333333333253,-0.05458333333333332,0.01291666666666666,100000,20288730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro,tcformer,bnci2014_001,9,0.02746913580246914,0.002777777777777657,-0.005478395061728425,0.06643711419753046,100000,20288731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro,tcformer,bnci2014_004,9,-0.0038492063492063305,0.0012500000000000844,-0.021597222222222143,0.013482142857142814,100000,20288732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro,tcformer,cho2017,52,0.00496794871794876,0.003500000000000114,-0.005711538461538419,0.01623733974358977,100000,20288733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro,tcformer,physionet_mi,54,-0.008568343894430848,-0.004347826086956552,-0.02617594161072423,0.007709563065088417,100000,20288734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro_extended,tcformer,local_exp4,8,-0.004583333333333342,-0.0016666666666666496,-0.0325,0.028333333333333294,100000,20289730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro_extended,tcformer,bnci2014_001,9,0.027006172839506164,0.002083333333333215,-0.0034722222222222467,0.06265432098765433,100000,20289731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro_extended,tcformer,bnci2014_004,9,-0.01779761904761908,-0.016249999999999876,-0.041617559523809584,0.003462797619047407,100000,20289732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro_extended,tcformer,cho2017,52,0.007692307692307728,0.002000000000000113,-0.0034487179487179254,0.019490464743589755,100000,20289733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_micro_extended,tcformer,physionet_mi,54,-0.014209860858411584,-0.003754940711462401,-0.033338150962698085,0.003071527908484444,100000,20289734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical,tcformer,local_exp4,8,-0.017083333333333367,-0.016666666666666552,-0.05000000000000002,0.021666666666666598,100000,20290730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical,tcformer,bnci2014_001,9,0.02746913580246915,0.002083333333333215,-0.006404320987654323,0.0675925925925926,100000,20290731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical,tcformer,bnci2014_004,9,-0.004672619047619052,1.1102230246251565e-16,-0.019950396825396816,0.010565476190476122,100000,20290732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical,tcformer,cho2017,52,0.005663461538461563,0.00033333333333335213,-0.005349439102564088,0.017307772435897442,100000,20290733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical,tcformer,physionet_mi,54,-0.014846794375779881,-0.010396668548842525,-0.032111357928839825,0.0010587990411359898,100000,20290734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical_extended,tcformer,local_exp4,8,-0.00416666666666668,-0.0033333333333332993,-0.039166666666666655,0.037499999999999936,100000,20291730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical_extended,tcformer,bnci2014_001,9,0.02399691358024694,0.0,-0.005864197530864164,0.06010802469135804,100000,20291731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical_extended,tcformer,bnci2014_004,9,-0.0038293650793650804,-0.006250000000000089,-0.012222222222222159,0.004990079365079324,100000,20291732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical_extended,tcformer,cho2017,52,0.006413461538461568,0.000500000000000056,-0.0044071314102563704,0.017935897435897453,100000,20291733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbc_physical_extended,tcformer,physionet_mi,54,-0.011482361572941278,-0.006422924901185734,-0.02849182277397855,0.00430210707837519,100000,20291734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegtcnet,tcformer,local_exp4,8,-0.20375,-0.17833333333333334,-0.2604166666666667,-0.14916666666666673,100000,20292730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegtcnet,tcformer,bnci2014_001,9,-0.2465277777777778,-0.25625000000000003,-0.3047839506172839,-0.1875,100000,20292731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegtcnet,tcformer,bnci2014_004,9,-0.04867063492063491,-0.06874999999999987,-0.0861111111111111,-0.012757936507936527,100000,20292732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegtcnet,tcformer,cho2017,52,-0.1272628205128205,-0.12399999999999994,-0.1549584134615384,-0.10082692307692306,100000,20292733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegtcnet,tcformer,physionet_mi,54,-0.03334871314943779,-0.013468144174665908,-0.05299438266376674,-0.016161381978863874,100000,20292734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbmsnet,tcformer,local_exp4,8,-0.002500000000000016,-0.0033333333333332993,-0.036250000000000004,0.03749999999999995,100000,20293730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbmsnet,tcformer,bnci2014_001,9,0.01836419753086423,-0.005555555555555536,-0.007330246913580208,0.05246913580246916,100000,20293731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbmsnet,tcformer,bnci2014_004,9,-0.0051984126984127264,-0.0006249999999998757,-0.03222222222222218,0.02108134920634914,100000,20293732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbmsnet,tcformer,cho2017,52,-0.0053493589743589575,-0.011999999999999955,-0.016451923076923045,0.0066346955128205425,100000,20293733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
fbmsnet,tcformer,physionet_mi,54,-0.0052662581648088925,-0.0022727272727272596,-0.01798975020215962,0.006619148263169986,100000,20293734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms,tcformer,local_exp4,8,-0.01999999999999999,-0.015000000000000013,-0.05333333333333329,0.013749999999999984,100000,20294730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms,tcformer,bnci2014_001,9,0.020293209876543237,-0.002777777777777768,-0.006635802469135816,0.05555555555555561,100000,20294731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms,tcformer,bnci2014_004,9,-0.006726190476190497,-0.0006249999999998757,-0.03416666666666668,0.01945436507936508,100000,20294732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms,tcformer,cho2017,52,-0.005243589743589712,-0.011999999999999955,-0.016326923076923055,0.006794871794871834,100000,20294733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms,tcformer,physionet_mi,54,-0.005356358617228189,-0.0022727272727272596,-0.018144061386815017,0.006718778319774693,100000,20294734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms_extended,tcformer,local_exp4,8,-0.0033333333333333687,-0.0033333333333332993,-0.03791666666666667,0.037916666666666626,100000,20295730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms_extended,tcformer,bnci2014_001,9,0.020061728395061745,-0.003472222222222321,-0.006481481481481471,0.05486111111111115,100000,20295731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms_extended,tcformer,bnci2014_004,9,-0.0039186507936507615,-0.00187499999999996,-0.026458333333333237,0.017450396825396754,100000,20295732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms_extended,tcformer,cho2017,52,-0.005201923076923047,-0.01100000000000001,-0.016221153846153816,0.006586538461538475,100000,20295733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_fbms_extended,tcformer,physionet_mi,54,-0.0051653961980049025,-0.0026679841897233048,-0.018075690915364862,0.00715976840523941,100000,20295734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix,tcformer,local_exp4,8,-0.09083333333333335,-0.056666666666666754,-0.16666666666666663,-0.035416666666666735,100000,20296730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix,tcformer,bnci2014_001,9,-0.0040895061728394915,-0.029861111111111005,-0.03325617283950615,0.03364197530864199,100000,20296731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix,tcformer,bnci2014_004,9,-0.0032341269841269626,-0.006250000000000089,-0.0194841269841269,0.01279761904761905,100000,20296732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix,tcformer,cho2017,52,-0.02271474358974355,-0.021999999999999964,-0.03537820512820509,-0.009955128205128174,100000,20296733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix,tcformer,physionet_mi,54,0.012503964768457509,0.019345238095238027,-0.0028675536420101825,0.02760521231988622,100000,20296734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix_drop,tcformer,local_exp4,8,-0.08041666666666661,-0.04666666666666658,-0.16499999999999992,-0.015833333333333255,100000,20297730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix_drop,tcformer,bnci2014_001,9,-0.002932098765432113,-0.023611111111111027,-0.029783950617283957,0.03163580246913579,100000,20297731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix_drop,tcformer,bnci2014_004,9,-0.003005952380952384,-0.0006250000000002087,-0.02249999999999999,0.013154761904761836,100000,20297732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix_drop,tcformer,cho2017,52,-0.013705128205128179,-0.016999999999999904,-0.026070512820512776,-0.0010961538461538487,100000,20297733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
cardinal_mix_drop,tcformer,physionet_mi,54,0.01477098451736134,0.01336462450592879,0.0013960211152240238,0.027520466483328777,100000,20297734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet,tcformer,local_exp4,8,-0.042916666666666645,-0.004999999999999949,-0.11374999999999998,-0.0004166666666666208,100000,20298730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet,tcformer,bnci2014_001,9,-0.06381172839506173,-0.057638888888888906,-0.10933641975308642,-0.021913580246913627,100000,20298731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet,tcformer,bnci2014_004,9,0.006527777777777799,-0.001875000000000071,-0.007013888888888838,0.022222222222222206,100000,20298732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet,tcformer,cho2017,52,-0.043592948717948686,-0.045999999999999874,-0.05711866987179484,-0.03022756410256406,100000,20298733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet,tcformer,physionet_mi,54,-0.025928975747816316,-0.02059806135893094,-0.04003599661208356,-0.012821578666234462,100000,20298734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet_compact,tcformer,local_exp4,8,-0.08291666666666667,-0.04833333333333334,-0.15166666666666664,-0.025833333333333347,100000,20299730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet_compact,tcformer,bnci2014_001,9,-0.13688271604938268,-0.10416666666666663,-0.1858024691358024,-0.09197530864197526,100000,20299731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet_compact,tcformer,bnci2014_004,9,-0.0022619047619047367,-0.001875000000000071,-0.013055555555555562,0.008769841269841285,100000,20299732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet_compact,tcformer,cho2017,52,-0.07746474358974356,-0.07250000000000018,-0.09715384615384613,-0.05845192307692308,100000,20299733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
ctnet_compact,tcformer,physionet_mi,54,-0.030425807418561046,-0.010714285714285787,-0.049311155246390764,-0.013507638278924526,100000,20299734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym,tcformer,local_exp4,8,-0.2858333333333334,-0.3366666666666667,-0.3920833333333334,-0.16958333333333336,100000,20300730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym,tcformer,bnci2014_001,9,-0.34066358024691357,-0.35972222222222217,-0.4172067901234568,-0.2640432098765432,100000,20300731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym,tcformer,bnci2014_004,9,-0.14933531746031742,-0.13187500000000008,-0.24176587301587293,-0.0641170634920635,100000,20300732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym,tcformer,cho2017,52,-0.15865705128205126,-0.15899999999999992,-0.19149999999999998,-0.12665705128205126,100000,20300733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym,tcformer,physionet_mi,54,-0.053218651316477406,-0.02693511198945986,-0.07777405590584936,-0.03159464076583643,100000,20300734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym_wide,tcformer,local_exp4,8,-0.04999999999999996,-0.038333333333333275,-0.09916666666666664,-0.007916666666666627,100000,20301730,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym_wide,tcformer,bnci2014_001,9,-0.20949074074074073,-0.19861111111111107,-0.26628086419753083,-0.15493827160493823,100000,20301731,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym_wide,tcformer,bnci2014_004,9,0.0029563492063492155,0.0,-0.006597222222222254,0.014206349206349235,100000,20301732,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym_wide,tcformer,cho2017,52,-0.08823717948717948,-0.08049999999999996,-0.10810256410256408,-0.06898389423076924,100000,20301733,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
eegsym_wide,tcformer,physionet_mi,54,-0.0410688580072638,-0.02302371541501974,-0.061477201927836,-0.022788439083728924,100000,20301734,"descriptive development-cohort context only; no hypothesis test, confirmation, or SOTA inference"
